学校名称,平均分,年份,录取批次,招生地址,招生类型,最低分,省份,省控线,考生类别
徐州医科大学,455.0,2014,本科二批,青海,普通类,,江苏,362.0,理科
南京中医药大学,520.0,2014,本科二批,天津,普通类,,江苏,462.0,文科
南京中医药大学,499.0,2014,本科二批,天津,普通类,,江苏,439.0,理科
南京中医药大学,487.0,2014,本科二批,广西,普通类,,江苏,407.0,理科
南京中医药大学,531.0,2014,本科二批,广西,普通类,,江苏,463.0,文科
南京中医药大学,471.0,2014,本科二批,青海,普通类,,江苏,426.0,文科
南京中医药大学,401.0,2014,本科二批,青海,普通类,,江苏,362.0,理科
中国药科大学,577.0,2014,本科一批,天津,普通类,,江苏,516.0,理科
中国药科大学,554.0,2014,本科一批,天津,普通类,,江苏,523.0,文科
中国药科大学,586.0,2014,本科一批,广西,普通类,,江苏,550.0,文科
中国药科大学,579.0,2014,本科一批,广西,普通类,,江苏,520.0,理科
中国药科大学,512.0,2014,本科一批,青海,普通类,,江苏,406.0,理科
南京师范大学,577.0,2014,本科一批,天津,普通类,,江苏,523.0,文科
南京师范大学,566.0,2014,本科一批,天津,普通类,,江苏,516.0,理科
南京师范大学,537.0,2014,本科一批,广西,普通类,,江苏,520.0,理科
南京师范大学,494.0,2014,本科一批,青海,普通类,,江苏,473.0,文科
江苏师范大学,481.0,2014,本科二批,广西,普通类,,江苏,407.0,理科
淮阴师范学院,439.0,2014,本科二批,广西,普通类,,江苏,407.0,理科
江苏师范大学,537.0,2014,本科二批,广西,普通类,,江苏,463.0,文科
盐城师范学院,431.0,2014,本科二批,天津,普通类,,江苏,439.0,理科
淮阴师范学院,493.0,2014,本科二批,广西,普通类,,江苏,463.0,文科
盐城师范学院,463.0,2014,本科二批,天津,普通类,,江苏,462.0,文科
盐城师范学院,423.0,2014,本科二批,广西,普通类,,江苏,407.0,理科
盐城师范学院,500.0,2014,本科二批,广西,普通类,,江苏,463.0,文科
盐城师范学院,436.0,2014,本科二批,青海,普通类,,江苏,426.0,文科
南京财经大学,533.0,2014,本科二批,天津,普通类,,江苏,462.0,文科
南京财经大学,527.0,2014,本科二批,天津,普通类,,江苏,439.0,理科
南京财经大学,574.0,2014,本科二批,广西,普通类,,江苏,463.0,文科
南京财经大学,529.0,2014,本科二批,广西,普通类,,江苏,407.0,理科
盐城师范学院,375.0,2014,本科二批,青海,普通类,,江苏,362.0,理科
江苏警官学院,480.0,2014,本科二批,广西,普通类,,江苏,463.0,文科
江苏警官学院,433.0,2014,本科二批,广西,普通类,,江苏,407.0,理科
苏州科技大学,534.0,2014,本科二批,广西,普通类,491.0,江苏,407.0,理科
苏州科技大学,502.0,2014,本科二批,广西,普通类,498.0,江苏,463.0,文科
常熟理工学院,456.0,2014,本科二批,广西,普通类,,江苏,407.0,理科
江苏建筑职业技术学院,373.0,2014,专科批,广西,普通类,337.0,江苏,,理科
江苏建筑职业技术学院,305.0,2014,专科批,青海,普通类,280.0,江苏,,理科
常熟理工学院,495.0,2014,本科二批,广西,普通类,,江苏,463.0,文科
南京工业职业技术学院,,2014,专科批,青海,普通类,200.0,江苏,,文科
南京工业职业技术学院,,2014,专科批,青海,普通类,288.0,江苏,,理科
南京工业职业技术学院,,2014,专科批,广西,普通类,200.0,江苏,,文科
南京工业职业技术学院,,2014,专科批,广西,普通类,283.0,江苏,,理科
淮阴工学院,497.0,2014,本科二批,广西,普通类,,江苏,463.0,文科
淮阴工学院,455.0,2014,本科二批,广西,普通类,,江苏,407.0,理科
淮阴工学院,384.0,2014,本科二批,青海,普通类,,江苏,362.0,理科
淮阴工学院,450.0,2014,本科二批,青海,普通类,,江苏,426.0,文科
苏州市职业大学,,2014,专科批,广西,普通类,409.0,江苏,,文科
苏州市职业大学,,2014,专科批,广西,普通类,267.0,江苏,,理科
常州工学院,440.0,2014,本科二批,天津,普通类,,江苏,439.0,理科
常州工学院,430.0,2014,本科二批,广西,普通类,,江苏,407.0,理科
扬州大学,526.0,2014,本科一批,天津,普通类,,江苏,516.0,理科
扬州大学,539.0,2014,本科一批,天津,普通类,,江苏,523.0,文科
扬州大学,557.0,2014,本科一批,广西,普通类,,江苏,520.0,理科
扬州大学,577.0,2014,本科一批,广西,普通类,,江苏,550.0,文科
扬州大学,517.0,2014,本科三批,广西,普通类,,江苏,326.0,理科
扬州大学,549.0,2014,本科三批,广西,普通类,,江苏,404.0,文科
南京审计大学,527.0,2014,本科二批,天津,普通类,,江苏,462.0,文科
南京工程学院,479.0,2014,本科二批,天津,普通类,,江苏,439.0,理科
南京工程学院,488.0,2014,本科二批,天津,普通类,,江苏,462.0,文科
南京审计大学,533.0,2014,本科二批,天津,普通类,,江苏,439.0,理科
南京审计大学,589.0,2014,本科一批,广西,普通类,,江苏,520.0,理科
南京审计大学,594.0,2014,本科一批,广西,普通类,,江苏,550.0,文科
南京审计大学,522.0,2014,本科一批,青海,普通类,,江苏,406.0,理科
南京审计大学,540.0,2014,本科一批,青海,普通类,,江苏,473.0,文科
南京晓庄学院,509.0,2014,本科二批,广西,普通类,,江苏,463.0,文科
南京晓庄学院,438.0,2014,本科二批,广西,普通类,,江苏,407.0,理科
江苏理工学院,473.0,2014,本科二批,广西,普通类,,江苏,463.0,文科
江苏理工学院,440.0,2014,本科二批,广西,普通类,,江苏,407.0,理科
江苏理工学院,450.0,2014,本科二批,青海,普通类,,江苏,426.0,文科
江苏理工学院,376.0,2014,本科二批,青海,普通类,,江苏,362.0,理科
东南大学成贤学院,406.0,2014,本科三批,天津,普通类,,江苏,366.0,文科
东南大学成贤学院,402.0,2014,本科三批,天津,普通类,,江苏,353.0,理科
东南大学成贤学院,451.0,2014,本科三批,广西,普通类,,江苏,404.0,文科
东南大学成贤学院,396.0,2014,本科三批,广西,普通类,,江苏,326.0,理科
江苏电子信息职业学院,,2014,专科批,广西,普通类,188.0,江苏,,理科
无锡太湖学院,443.0,2014,本科二批,广西,普通类,,江苏,407.0,理科
无锡太湖学院,487.0,2014,本科二批,广西,普通类,,江苏,463.0,文科
无锡太湖学院,370.0,2014,本科三批,天津,普通类,,江苏,353.0,理科
无锡太湖学院,362.0,2014,本科三批,天津,普通类,,江苏,366.0,文科
南京大学金陵学院,416.0,2014,本科三批,广西,普通类,,江苏,326.0,理科
南京大学金陵学院,468.0,2014,本科三批,广西,普通类,,江苏,404.0,文科
南京航空航天大学金城学院,405.0,2014,本科三批,天津,普通类,,江苏,353.0,理科
中国传媒大学南广学院,326.0,2014,本科提前批,青海,普通类,,江苏,,文科
南京航空航天大学金城学院,420.0,2014,本科三批,天津,普通类,,江苏,366.0,文科
中国传媒大学南广学院,492.0,2014,本科三批,广西,普通类,,江苏,404.0,文科
中国传媒大学南广学院,431.0,2014,本科三批,广西,普通类,,江苏,326.0,理科
中国传媒大学南广学院,442.0,2014,本科三批,天津,普通类,,江苏,366.0,文科
中国传媒大学南广学院,398.0,2014,本科三批,天津,普通类,,江苏,353.0,理科
南京工业大学浦江学院,437.0,2014,本科三批,广西,普通类,,江苏,404.0,文科
南京工业大学浦江学院,382.0,2014,本科三批,广西,普通类,,江苏,326.0,理科
南京工业大学浦江学院,404.0,2014,本科三批,天津,普通类,,江苏,366.0,文科
南京工业大学浦江学院,396.0,2014,本科三批,天津,普通类,,江苏,353.0,理科
南京中医药大学翰林学院,371.0,2014,本科三批,广西,普通类,,江苏,326.0,理科
南京信息工程大学滨江学院,410.0,2014,本科三批,天津,普通类,,江苏,366.0,文科
南京信息工程大学滨江学院,385.0,2014,本科三批,天津,普通类,,江苏,353.0,理科
南京中医药大学翰林学院,425.0,2014,本科三批,广西,普通类,,江苏,404.0,文科
南京信息工程大学滨江学院,444.0,2014,本科三批,广西,普通类,,江苏,404.0,文科
南京信息工程大学滨江学院,389.0,2014,本科三批,广西,普通类,,江苏,326.0,理科
南京信息工程大学滨江学院,350.0,2014,本科三批,青海,普通类,,江苏,330.0,理科
南京信息工程大学滨江学院,396.0,2014,本科三批,青海,普通类,,江苏,386.0,文科
苏州大学文正学院,463.0,2014,本科三批,广西,普通类,458.0,江苏,404.0,文科
苏州大学文正学院,406.0,2014,本科三批,广西,普通类,389.0,江苏,326.0,理科
苏州大学应用技术学院,402.0,2014,本科三批,青海,普通类,,江苏,386.0,文科
苏州科技大学天平学院,425.0,2014,本科三批,广西,普通类,,江苏,404.0,文科
苏州科技大学天平学院,344.0,2014,本科三批,广西,普通类,,江苏,326.0,理科
江苏大学京江学院,362.0,2014,本科三批,天津,普通类,,江苏,353.0,理科
扬州大学广陵学院,433.0,2014,本科三批,广西,普通类,,江苏,404.0,文科
扬州大学广陵学院,377.0,2014,本科三批,广西,普通类,,江苏,326.0,理科
南京邮电大学通达学院,417.0,2014,本科三批,青海,普通类,,江苏,386.0,文科
南京邮电大学通达学院,351.0,2014,本科三批,青海,普通类,,江苏,330.0,理科
南京邮电大学通达学院,437.0,2014,本科三批,广西,普通类,,江苏,404.0,文科
南京邮电大学通达学院,383.0,2014,本科三批,广西,普通类,,江苏,326.0,理科
南京邮电大学通达学院,403.0,2014,本科三批,天津,普通类,,江苏,366.0,文科
南京邮电大学通达学院,374.0,2014,本科三批,天津,普通类,,江苏,353.0,理科
南京财经大学红山学院,422.0,2014,本科三批,天津,普通类,,江苏,366.0,文科
南京财经大学红山学院,405.0,2014,本科三批,天津,普通类,,江苏,353.0,理科
江苏科技大学苏州理工学院,358.0,2014,本科三批,天津,普通类,,江苏,353.0,理科
江苏科技大学苏州理工学院,361.0,2014,本科三批,天津,普通类,,江苏,366.0,文科
常州大学怀德学院,350.0,2014,本科三批,天津,普通类,,江苏,366.0,文科
常州大学怀德学院,327.0,2014,本科三批,天津,普通类,,江苏,353.0,理科
常州大学怀德学院,415.0,2014,本科三批,广西,普通类,,江苏,404.0,文科
常州大学怀德学院,360.0,2014,本科三批,广西,普通类,,江苏,326.0,理科
南通大学杏林学院,420.0,2014,本科三批,广西,普通类,,江苏,404.0,文科
南通大学杏林学院,342.0,2014,本科三批,广西,普通类,,江苏,326.0,理科
江苏卫生健康职业学院,,2014,专科批,广西,普通类,305.0,江苏,,文科
江苏卫生健康职业学院,,2014,专科批,广西,普通类,200.0,江苏,,理科
江苏第二师范学院,438.0,2014,本科二批,青海,普通类,,江苏,426.0,文科
江苏第二师范学院,505.0,2014,本科二批,广西,普通类,,江苏,463.0,文科
华北水利水电大学,477.0,2014,本科二批,天津,普通类,,河南,462.0,文科
华北水利水电大学,492.0,2014,本科二批,天津,普通类,,河南,439.0,理科
华北水利水电大学,514.0,2014,本科二批,广西,普通类,,河南,407.0,理科
华北水利水电大学,404.0,2014,本科二批,青海,普通类,,河南,362.0,理科
河南理工大学,502.0,2014,本科提前批,天津,普通类,,河南,,理科
河南理工大学,477.0,2014,本科二批,天津,普通类,,河南,462.0,文科
河南理工大学,457.0,2014,本科二批,天津,普通类,,河南,439.0,理科
河南理工大学,528.0,2014,本科二批,广西,普通类,,河南,463.0,文科
河南理工大学,504.0,2014,本科二批,广西,普通类,,河南,407.0,理科
郑州轻工业大学,471.0,2014,本科二批,天津,普通类,,河南,462.0,文科
河南理工大学,395.0,2014,本科二批,青海,普通类,,河南,362.0,理科
郑州轻工业大学,452.0,2014,本科二批,天津,普通类,,河南,439.0,理科
郑州轻工业大学,507.0,2014,本科二批,广西,普通类,,河南,463.0,文科
郑州轻工业大学,460.0,2014,本科二批,广西,普通类,,河南,407.0,理科
郑州轻工业大学,376.0,2014,本科二批,青海,普通类,,河南,362.0,理科
郑州轻工业大学,444.0,2014,本科二批,青海,普通类,,河南,426.0,文科
河南工业大学,,2014,本科二批,天津,普通类,459.0,河南,439.0,理科
河南工业大学,,2014,本科二批,天津,普通类,481.0,河南,462.0,文科
河南工业大学,,2014,本科二批,广西,普通类,530.0,河南,463.0,文科
河南工业大学,,2014,本科二批,广西,普通类,482.0,河南,407.0,理科
河南工业大学,,2014,本科二批,青海,普通类,366.0,河南,362.0,理科
河南科技大学,,2014,本科二批,天津,普通类,446.0,河南,439.0,理科
河南工业大学,,2014,本科二批,青海,普通类,431.0,河南,426.0,文科
河南科技大学,,2014,本科二批,天津,普通类,467.0,河南,462.0,文科
河南科技大学,,2014,本科二批,广西,普通类,515.0,河南,463.0,文科
河南科技大学,,2014,本科二批,广西,普通类,488.0,河南,407.0,理科
河南科技大学,,2014,本科二批,青海,普通类,362.0,河南,362.0,理科
中原工学院,430.0,2014,本科二批,天津,普通类,,河南,439.0,理科
中原工学院,461.0,2014,本科二批,天津,普通类,,河南,462.0,文科
中原工学院,500.0,2014,本科二批,广西,普通类,,河南,463.0,文科
中原工学院,466.0,2014,本科二批,广西,普通类,,河南,407.0,理科
中原工学院,443.0,2014,本科二批,青海,普通类,,河南,426.0,文科
中原工学院,376.0,2014,本科二批,青海,普通类,,河南,362.0,理科
河南农业大学,,2014,本科二批,广西,普通类,511.0,河南,463.0,文科
河南农业大学,,2014,本科二批,广西,普通类,466.0,河南,407.0,理科
河南农业大学,,2014,本科二批,天津,普通类,448.0,河南,439.0,理科
河南农业大学,,2014,本科二批,青海,普通类,363.0,河南,362.0,理科
河南农业大学,,2014,本科二批,天津,普通类,476.0,河南,462.0,文科
河南农业大学,,2014,本科二批,青海,普通类,461.0,河南,426.0,文科
